Customer_ID,Occupation,Income level,YoB,Gender,Membership_Tier
5113,Specialist,> 50M,1994.0,Male,Gold
5114,Office Worker,5-10M,1998.0,Female,Silver
5115,Business Owner,> 50M,1993.0,Male,Gold
5116,Housewife,> 50M,1979.0,Female,Gold
5117,Freelancer,10-20M,1988.0,Male,Standard
5118,Student,2-5M,2001.0,Female,Silver
5119,Student,< 2M,2005.0,Male,Standard
5120,Office Worker,10-20M,1988.0,Male,Standard
5121,Student,2-5M,2004.0,Female,Silver
5122,Student,< 2M,2004.0,Female,Standard
5123,Business Owner,20-50M,1989.0,Male,Gold
5124,Specialist,> 50M,1983.0,Female,Diamond
5125,Business Owner,20-50M,1977.0,Female,Gold
5126,Business Owner,> 50M,1986.0,Male,Gold
5127,Office Worker,20-50M,1991.0,Female,Standard
5128,Student,2-5M,2003.0,Female,Standard
5129,Office Worker,10-20M,1991.0,Male,Silver
5130,Student,< 2M,2005.0,Female,Standard
5131,Student,2-5M,2001.0,Female,Standard
5132,Student,< 2M,2003.0,Female,Standard
5133,Office Worker,5-10M,1995.0,Male,Gold
5134,Office Worker,10-20M,1990.0,Female,Gold
5135,Director,> 50M,1993.0,Female,Diamond
5136,Office Worker,20-50M,1991.0,Male,Silver
5137,Student,< 2M,2000.0,Female,Standard
5138,Office Worker,10-20M,1998.0,Male,Gold
5139,Student,< 2M,2001.0,Male,Silver
5140,Student,2-5M,2001.0,Female,Standard
5141,Student,< 2M,2001.0,Male,Standard
5142,Student,2-5M,2004.0,Male,Standard
5143,Freelancer,5-10M,1985.0,Male,Gold
5144,Office Worker,20-50M,1993.0,Male,Silver
5145,Student,< 2M,2002.0,Female,Standard
5146,Student,< 2M,2002.0,Female,Silver
5147,Housewife,> 50M,1989.0,Male,Gold
5148,Student,< 2M,2004.0,Female,Standard
5149,Freelancer,10-20M,1998.0,Male,Standard
5150,Office Worker,5-10M,1997.0,Male,Gold
5151,Student,2-5M,2005.0,Female,Standard
5152,Office Worker,10-20M,1990.0,Female,Standard
5153,Office Worker,20-50M,1992.0,Male,Silver
5154,Freelancer,5-10M,1997.0,Female,Silver
5155,Office Worker,20-50M,1989.0,Male,Gold
5156,Student,2-5M,2005.0,Female,Standard
5157,Student,2-5M,2004.0,Male,Standard
5158,Office Worker,20-50M,1996.0,Female,Silver
5159,Specialist,20-50M,1977.0,Male,Diamond
5160,Manager,10-20M,1991.0,Female,Standard
5161,Director,> 50M,1994.0,Female,Diamond
5162,Office Worker,10-20M,1987.0,Male,Standard
5163,Specialist,> 50M,1992.0,Male,Diamond
5164,Office Worker,10-20M,1994.0,Female,Standard
5165,Freelancer,5-10M,1985.0,Male,Silver
5166,Office Worker,5-10M,1991.0,Female,Standard
5167,Office Worker,10-20M,1989.0,Female,Silver
5168,Student,2-5M,2004.0,Male,Standard
5169,Business Owner,> 50M,1990.0,Female,Diamond
5170,Student,2-5M,2005.0,Male,Standard
5171,Student,2-5M,2002.0,Female,Standard
5172,Student,2-5M,2003.0,Male,Standard
5173,Student,< 2M,2004.0,Female,Standard
5174,Office Worker,10-20M,1985.0,Male,Silver
5175,Specialist,20-50M,1989.0,Female,Gold
5176,Office Worker,10-20M,1993.0,Male,Silver
5177,Director,> 50M,1979.0,Male,Gold
5178,Office Worker,10-20M,1993.0,Male,Standard
5179,Office Worker,10-20M,1990.0,Female,Silver
5180,Student,< 2M,2003.0,Female,Standard
5181,Business Owner,> 50M,1984.0,Male,Gold
5182,Director,20-50M,1984.0,Female,Gold
5183,Freelancer,20-50M,1995.0,Male,Silver
5184,Office Worker,5-10M,1993.0,Female,Silver
5185,Housewife,> 50M,1987.0,Female,Gold
5186,Office Worker,20-50M,1991.0,Male,Gold
5187,Housewife,> 50M,1992.0,Male,Gold
5188,Housewife,20-50M,1984.0,Female,Diamond
5189,Student,2-5M,2003.0,Male,Silver
5190,Freelancer,20-50M,1992.0,Female,Standard
5191,Student,2-5M,2000.0,Female,Standard
5192,Specialist,> 50M,1990.0,Male,Diamond
5193,Office Worker,20-50M,1995.0,Male,Standard
5194,Freelancer,20-50M,1986.0,Male,Silver
5195,Freelancer,20-50M,1986.0,Female,Gold
5196,Office Worker,10-20M,1988.0,Male,Standard
5197,Office Worker,10-20M,1985.0,Female,Silver
5198,Housewife,20-50M,1976.0,Female,Diamond
5199,Manager,20-50M,1992.0,Female,Standard
5200,Specialist,20-50M,1992.0,Male,Gold
5201,Student,2-5M,2002.0,Male,Standard
5202,Specialist,20-50M,1978.0,Female,Diamond
5203,Manager,5-10M,1989.0,Female,Standard
5204,Office Worker,20-50M,1996.0,Female,Gold
5205,Student,2-5M,2003.0,Female,Standard
5206,Office Worker,5-10M,1998.0,Female,Silver
5207,Student,2-5M,2002.0,Male,Silver
5208,Office Worker,10-20M,1991.0,Male,Silver
5209,Office Worker,20-50M,1996.0,Female,Silver
5210,Office Worker,5-10M,1986.0,Female,Silver
5211,Office Worker,20-50M,1989.0,Female,Standard
5212,Freelancer,5-10M,1993.0,Male,Gold
5213,Student,< 2M,2002.0,Female,Standard
5214,Student,2-5M,2000.0,Female,Standard
5215,Student,2-5M,2005.0,Male,Standard
5216,Office Worker,20-50M,1993.0,Male,Silver
5217,Student,2-5M,2002.0,Female,Standard
5218,Freelancer,10-20M,1986.0,Female,Standard
5219,Office Worker,10-20M,1998.0,Male,Standard
5220,Office Worker,20-50M,1995.0,Female,Standard
5221,Student,< 2M,2003.0,Male,Standard
5222,Office Worker,5-10M,1986.0,Female,Standard
5223,Director,> 50M,1993.0,Male,Diamond
5224,Student,< 2M,2005.0,Male,Standard
5225,Business Owner,20-50M,1979.0,Female,Diamond
5226,Office Worker,10-20M,1989.0,Male,Standard
5227,Business Owner,20-50M,1991.0,Male,Gold
5228,Student,< 2M,2005.0,Female,Standard
5229,Director,> 50M,1976.0,Female,Gold
5230,Student,< 2M,2001.0,Female,Standard
5231,Housewife,> 50M,1989.0,Male,Diamond
5232,Director,> 50M,1980.0,Male,Diamond
5233,Office Worker,20-50M,1987.0,Female,Standard
5234,Director,20-50M,1992.0,Male,Gold
5235,Freelancer,20-50M,1997.0,Male,Silver
5236,Office Worker,10-20M,1985.0,Male,Gold
5237,Freelancer,10-20M,1995.0,Female,Silver
5238,Business Owner,20-50M,1988.0,Female,Gold
5239,Office Worker,10-20M,1997.0,Female,Silver
5240,Specialist,20-50M,1986.0,Female,Diamond
5241,Student,2-5M,2003.0,Male,Standard
5242,Director,> 50M,1980.0,Female,Diamond
5243,Office Worker,10-20M,1985.0,Female,Standard
5244,Student,< 2M,2003.0,Male,Standard
5245,Office Worker,10-20M,1989.0,Female,Standard
5246,Freelancer,10-20M,1987.0,Female,Standard
5247,Office Worker,10-20M,1993.0,Male,Gold
5248,Director,20-50M,1994.0,Male,Gold
5249,Office Worker,20-50M,1997.0,Male,Gold
5250,Manager,20-50M,1996.0,Female,Silver
5251,Freelancer,20-50M,1987.0,Male,Standard
5252,Office Worker,20-50M,1987.0,Female,Silver
5253,Student,< 2M,2002.0,Male,Standard
5254,Freelancer,5-10M,1987.0,Male,Silver
5255,Student,< 2M,2003.0,Male,Standard
5256,Office Worker,5-10M,1998.0,Female,Gold
5257,Freelancer,5-10M,1985.0,Male,Silver
5258,Office Worker,10-20M,1987.0,Female,Silver
5259,Student,< 2M,2001.0,Male,Standard
5260,Specialist,20-50M,1994.0,Female,Diamond
5261,Business Owner,> 50M,1992.0,Female,Gold
5262,Housewife,20-50M,1977.0,Male,Gold
5263,Office Worker,5-10M,1989.0,Female,Silver
5264,Director,> 50M,1980.0,Female,Gold
5265,Student,< 2M,2002.0,Female,Silver
5266,Office Worker,20-50M,1992.0,Male,Silver
5267,Student,2-5M,2004.0,Female,Standard
5268,Office Worker,10-20M,1991.0,Female,Silver
5269,Office Worker,10-20M,1996.0,Male,Silver
5270,Freelancer,20-50M,1997.0,Male,Gold
5271,Housewife,> 50M,1978.0,Male,Gold
5272,Student,< 2M,2003.0,Male,Standard
5273,Student,< 2M,2003.0,Male,Standard
5274,Student,< 2M,2000.0,Male,Standard
5275,Freelancer,10-20M,1997.0,Male,Standard
5276,Office Worker,10-20M,1995.0,Male,Gold
5277,Student,2-5M,2004.0,Male,Standard
5278,Housewife,20-50M,1993.0,Female,Gold
5279,Office Worker,20-50M,1988.0,Female,Silver
5280,Office Worker,20-50M,1988.0,Male,Silver
5281,Office Worker,5-10M,1996.0,Male,Gold
5282,Student,2-5M,2004.0,Male,Standard
5283,Manager,20-50M,1988.0,Female,Gold
5284,Office Worker,20-50M,1992.0,Female,Silver
5285,Office Worker,10-20M,1992.0,Male,Gold
5286,Office Worker,20-50M,1986.0,Female,Standard
5287,Student,2-5M,2001.0,Male,Standard
5288,Director,20-50M,1991.0,Male,Diamond
5289,Student,2-5M,2004.0,Male,Standard
5290,Office Worker,20-50M,1991.0,Male,Silver
5291,Housewife,20-50M,1985.0,Female,Diamond
5292,Office Worker,5-10M,1996.0,Female,Standard
5293,Student,2-5M,2000.0,Female,Standard
5294,Office Worker,10-20M,1995.0,Female,Standard
5295,Director,20-50M,1988.0,Female,Gold
5296,Office Worker,20-50M,1998.0,Female,Gold
5297,Office Worker,20-50M,1996.0,Female,Standard
5298,Student,2-5M,2001.0,Male,Standard
5299,Office Worker,5-10M,1989.0,Female,Silver
5300,Student,2-5M,2004.0,Female,Standard
5301,Specialist,> 50M,1985.0,Female,Diamond
5302,Office Worker,5-10M,1986.0,Female,Standard
5303,Office Worker,10-20M,1997.0,Male,Silver
5304,Student,2-5M,2001.0,Female,Standard
5305,Freelancer,20-50M,1987.0,Female,Standard
5306,Student,< 2M,2004.0,Female,Standard
5307,Office Worker,20-50M,1995.0,Male,Silver
5308,Specialist,> 50M,1993.0,Female,Gold
5309,Manager,5-10M,1991.0,Male,Silver
5310,Student,< 2M,2004.0,Female,Silver
5311,Office Worker,20-50M,1990.0,Female,Silver
5312,Specialist,20-50M,1991.0,Female,Diamond
5313,Office Worker,10-20M,1990.0,Female,Gold
5314,Specialist,> 50M,1978.0,Female,Gold
5315,Student,2-5M,2005.0,Female,Standard
5316,Office Worker,10-20M,1996.0,Female,Standard
5317,Student,< 2M,2004.0,Female,Standard
5318,Business Owner,> 50M,1986.0,Male,Gold
5319,Office Worker,20-50M,1991.0,Female,Silver
5320,Student,2-5M,2003.0,Male,Silver
5321,Manager,20-50M,1990.0,Female,Silver
5322,Specialist,20-50M,1978.0,Female,Gold
5323,Office Worker,10-20M,1995.0,Male,Silver
5324,Student,< 2M,2004.0,Female,Standard
5325,Office Worker,10-20M,1986.0,Male,Gold
5326,Manager,20-50M,1992.0,Male,Silver
5327,Director,> 50M,1986.0,Female,Diamond
5328,Director,20-50M,1991.0,Male,Diamond
5329,Office Worker,5-10M,1991.0,Male,Gold
5330,Office Worker,5-10M,1990.0,Female,Silver
5331,Director,20-50M,1989.0,Male,Diamond
5332,Housewife,> 50M,1981.0,Female,Gold
5333,Student,< 2M,2003.0,Male,Standard
5334,Student,2-5M,2002.0,Female,Standard
5335,Student,< 2M,2005.0,Female,Standard
5336,Office Worker,20-50M,1989.0,Female,Silver
5337,Office Worker,5-10M,1995.0,Male,Standard
5338,Office Worker,10-20M,1990.0,Male,Gold
5339,Student,2-5M,2000.0,Female,Standard
5340,Office Worker,20-50M,1998.0,Female,Standard
5341,Director,20-50M,1975.0,Male,Gold
5342,Freelancer,10-20M,1987.0,Female,Gold
5343,Student,2-5M,2001.0,Male,Standard
5344,Freelancer,20-50M,1986.0,Female,Silver
5345,Business Owner,> 50M,1979.0,Male,Diamond
5346,Office Worker,5-10M,1993.0,Male,Silver
5347,Office Worker,5-10M,1985.0,Male,Standard
5348,Office Worker,20-50M,1986.0,Male,Standard
5349,Office Worker,20-50M,1995.0,Female,Standard
5350,Office Worker,5-10M,1994.0,Female,Gold
5351,Freelancer,10-20M,1994.0,Female,Standard
5352,Student,< 2M,2001.0,Female,Standard
5353,Freelancer,20-50M,1985.0,Male,Standard
5354,Student,2-5M,2002.0,Female,Standard
5355,Business Owner,> 50M,1986.0,Female,Diamond
5356,Business Owner,> 50M,1981.0,Male,Gold
5357,Office Worker,10-20M,1992.0,Male,Standard
5358,Student,< 2M,2004.0,Female,Standard
5359,Office Worker,5-10M,1988.0,Female,Gold
5360,Office Worker,10-20M,1990.0,Female,Silver
5361,Office Worker,10-20M,1995.0,Female,Standard
5362,Office Worker,20-50M,1989.0,Female,Silver
5363,Office Worker,10-20M,1992.0,Female,Standard
5364,Student,< 2M,2000.0,Female,Standard
5365,Business Owner,> 50M,1989.0,Male,Diamond
5366,Business Owner,20-50M,1979.0,Female,Diamond
5367,Office Worker,10-20M,1994.0,Female,Standard
5368,Office Worker,20-50M,1991.0,Female,Silver
5369,Office Worker,5-10M,1985.0,Female,Standard
5370,Business Owner,20-50M,1983.0,Male,Gold
5371,Student,2-5M,2002.0,Male,Silver
5372,Manager,10-20M,1992.0,Male,Standard
5373,Specialist,> 50M,1975.0,Female,Diamond
5374,Business Owner,> 50M,1980.0,Female,Diamond
5375,Student,2-5M,2002.0,Female,Standard
5376,Student,2-5M,2001.0,Female,Standard
5377,Housewife,20-50M,1990.0,Female,Gold
5378,Student,2-5M,2003.0,Female,Standard
5379,Office Worker,5-10M,1988.0,Female,Standard
5380,Student,2-5M,2003.0,Female,Standard
5381,Office Worker,5-10M,1991.0,Female,Silver
5382,Student,< 2M,2004.0,Male,Standard
5383,Office Worker,20-50M,1987.0,Female,Gold
5384,Office Worker,20-50M,1986.0,Female,Silver
5385,Manager,10-20M,1985.0,Female,Standard
5386,Student,2-5M,2004.0,Male,Standard
5387,Office Worker,10-20M,1994.0,Male,Silver
5388,Manager,10-20M,1989.0,Male,Standard
5389,Office Worker,10-20M,1995.0,Female,Silver
5390,Business Owner,20-50M,1989.0,Female,Diamond
5391,Student,< 2M,2002.0,Male,Standard
5392,Office Worker,10-20M,1998.0,Male,Silver
5393,Office Worker,10-20M,1987.0,Female,Silver
5394,Student,2-5M,2004.0,Male,Standard
5395,Office Worker,20-50M,1995.0,Female,Standard
5396,Office Worker,20-50M,1987.0,Female,Gold
5397,Freelancer,5-10M,1992.0,Female,Standard
5398,Director,> 50M,1976.0,Female,Diamond
5399,Office Worker,10-20M,1985.0,Male,Standard
5400,Student,< 2M,2003.0,Male,Standard
5401,Student,< 2M,2000.0,Female,Standard
5402,Office Worker,10-20M,1997.0,Male,Gold
5403,Office Worker,20-50M,1986.0,Female,Gold
5404,Student,< 2M,2001.0,Female,Standard
5405,Director,20-50M,1987.0,Female,Diamond
5406,Office Worker,10-20M,1985.0,Male,Standard
5407,Office Worker,20-50M,1991.0,Female,Silver
5408,Student,< 2M,2003.0,Male,Standard
5409,Office Worker,20-50M,1988.0,Female,Standard
5410,Office Worker,20-50M,1987.0,Female,Gold
5411,Housewife,> 50M,1979.0,Male,Diamond
5412,Office Worker,10-20M,1987.0,Female,Silver
5413,Student,< 2M,2005.0,Male,Standard
5414,Freelancer,10-20M,1994.0,Female,Silver
5415,Business Owner,20-50M,1990.0,Female,Gold
5416,Student,2-5M,2004.0,Female,Silver
5417,Freelancer,20-50M,1995.0,Male,Standard
5418,Specialist,> 50M,1975.0,Female,Diamond
5419,Student,< 2M,2001.0,Male,Standard
5420,Office Worker,10-20M,1987.0,Female,Silver
5421,Manager,10-20M,1986.0,Male,Silver
5422,Freelancer,20-50M,1989.0,Female,Standard
5423,Student,2-5M,2005.0,Female,Standard
5424,Office Worker,10-20M,1985.0,Male,Gold
5425,Office Worker,20-50M,1989.0,Male,Standard
5426,Office Worker,10-20M,1994.0,Male,Gold
5427,Student,< 2M,2001.0,Female,Silver
5428,Specialist,20-50M,1984.0,Male,Diamond
5429,Office Worker,10-20M,1998.0,Female,Silver
5430,Specialist,20-50M,1990.0,Male,Gold
5431,Freelancer,10-20M,1992.0,Female,Gold
5432,Specialist,20-50M,1987.0,Female,Diamond
5433,Student,2-5M,2002.0,Male,Standard
5434,Freelancer,10-20M,1991.0,Female,Silver
5435,Student,< 2M,2004.0,Female,Standard
5436,Business Owner,> 50M,1976.0,Female,Diamond
5437,Housewife,> 50M,1978.0,Female,Gold
5438,Freelancer,10-20M,1998.0,Female,Silver
5439,Office Worker,10-20M,1998.0,Female,Standard
5440,Office Worker,10-20M,1995.0,Male,Silver
5441,Office Worker,10-20M,1987.0,Female,Standard
5442,Student,< 2M,2002.0,Male,Silver
5443,Specialist,> 50M,1975.0,Male,Gold
5444,Office Worker,5-10M,1997.0,Female,Standard
5445,Office Worker,5-10M,1996.0,Female,Standard
5446,Student,2-5M,2001.0,Female,Standard
5447,Student,2-5M,2002.0,Female,Standard
5448,Office Worker,10-20M,1993.0,Male,Silver
5449,Office Worker,10-20M,1995.0,Female,Silver
5450,Business Owner,20-50M,1985.0,Female,Gold
5451,Office Worker,20-50M,1994.0,Male,Standard
5452,Business Owner,> 50M,1983.0,Female,Gold
5453,Student,< 2M,2004.0,Male,Standard
5454,Business Owner,20-50M,1980.0,Female,Diamond
5455,Freelancer,5-10M,1997.0,Female,Standard
5456,Office Worker,5-10M,1991.0,Female,Silver
5457,Business Owner,> 50M,1975.0,Male,Gold
5458,Business Owner,> 50M,1982.0,Male,Diamond
5459,Student,< 2M,2003.0,Male,Standard
5460,Freelancer,10-20M,1985.0,Female,Standard
5461,Student,2-5M,2000.0,Male,Standard
5462,Student,< 2M,2005.0,Male,Standard
5463,Student,< 2M,2003.0,Female,Standard
5464,Manager,20-50M,1990.0,Male,Silver
5465,Director,> 50M,1982.0,Female,Gold
5466,Freelancer,20-50M,1988.0,Female,Standard
5467,Freelancer,5-10M,1990.0,Male,Standard
5468,Business Owner,20-50M,1978.0,Female,Gold
5469,Business Owner,> 50M,1978.0,Male,Diamond
5470,Student,2-5M,2001.0,Female,Standard
5471,Business Owner,20-50M,1975.0,Male,Diamond
5472,Office Worker,10-20M,1998.0,Male,Standard
5473,Office Worker,20-50M,1987.0,Female,Standard
5474,Freelancer,10-20M,1989.0,Male,Standard
5475,Freelancer,10-20M,1987.0,Female,Gold
5476,Student,< 2M,2003.0,Male,Standard
5477,Director,20-50M,1982.0,Male,Diamond
5478,Office Worker,20-50M,1991.0,Male,Silver
5479,Freelancer,10-20M,1989.0,Male,Standard
5480,Office Worker,20-50M,1988.0,Male,Silver
5481,Student,< 2M,2002.0,Female,Standard
5482,Office Worker,20-50M,1994.0,Female,Standard
5483,Office Worker,5-10M,1991.0,Male,Silver
5484,Office Worker,10-20M,1991.0,Male,Gold
5485,Office Worker,10-20M,1994.0,Female,Silver
5486,Office Worker,10-20M,1993.0,Male,Silver
5487,Office Worker,20-50M,1987.0,Male,Standard
5488,Freelancer,20-50M,1995.0,Female,Silver
5489,Office Worker,10-20M,1995.0,Female,Standard
5490,Student,2-5M,2004.0,Male,Standard
5491,Student,< 2M,2003.0,Female,Silver
5492,Office Worker,20-50M,1994.0,Female,Silver
5493,Office Worker,20-50M,1992.0,Female,Gold
5494,Office Worker,10-20M,1991.0,Female,Silver
5495,Office Worker,20-50M,1993.0,Female,Gold
5496,Office Worker,20-50M,1986.0,Male,Standard
5497,Manager,5-10M,1990.0,Male,Silver
5498,Office Worker,20-50M,1989.0,Male,Gold
5499,Office Worker,10-20M,1987.0,Female,Standard
5500,Student,2-5M,2003.0,Female,Standard
5501,Student,2-5M,2004.0,Female,Standard
5502,Freelancer,20-50M,1991.0,Female,Gold
5503,Manager,20-50M,1989.0,Female,Standard
5504,Office Worker,10-20M,1990.0,Female,Gold
5505,Office Worker,20-50M,1988.0,Female,Standard
5506,Office Worker,10-20M,1991.0,Male,Standard
5507,Student,< 2M,2002.0,Female,Standard
5508,Office Worker,20-50M,1997.0,Female,Standard
5509,Office Worker,5-10M,1997.0,Male,Standard
5510,Student,< 2M,2000.0,Male,Standard
5511,Freelancer,20-50M,1991.0,Female,Gold
5512,Office Worker,20-50M,1989.0,Male,Standard
5513,Director,20-50M,1992.0,Male,Diamond
5514,Student,2-5M,2003.0,Female,Standard
5515,Housewife,20-50M,1994.0,Female,Diamond
5516,Student,2-5M,2005.0,Female,Standard
5517,Office Worker,10-20M,1991.0,Female,Silver
5518,Office Worker,10-20M,1991.0,Female,Gold
5519,Manager,20-50M,1994.0,Female,Gold
5520,Student,< 2M,2001.0,Female,Standard
5521,Office Worker,20-50M,1997.0,Female,Gold
5522,Office Worker,10-20M,1992.0,Male,Gold
5523,Student,2-5M,2002.0,Male,Standard
5524,Office Worker,5-10M,1998.0,Female,Standard
5525,Office Worker,10-20M,1995.0,Male,Gold
5526,Student,< 2M,2002.0,Female,Standard
5527,Freelancer,20-50M,1985.0,Male,Standard
5528,Housewife,> 50M,1993.0,Male,Gold
5529,Office Worker,20-50M,1988.0,Female,Standard
5530,Student,2-5M,2003.0,Female,Standard
5531,Business Owner,20-50M,1985.0,Female,Gold
5532,Specialist,20-50M,1994.0,Female,Diamond
5533,Business Owner,> 50M,1984.0,Female,Diamond
5534,Office Worker,20-50M,1995.0,Male,Standard
5535,Housewife,20-50M,1980.0,Female,Diamond
5536,Student,2-5M,2005.0,Female,Standard
5537,Specialist,20-50M,1981.0,Male,Diamond
5538,Specialist,> 50M,1976.0,Male,Gold
5539,Student,2-5M,2004.0,Female,Standard
5540,Office Worker,20-50M,1985.0,Male,Silver
5541,Housewife,20-50M,1992.0,Female,Gold
5542,Business Owner,> 50M,1992.0,Female,Gold
5543,Housewife,20-50M,1991.0,Male,Gold
5544,Freelancer,10-20M,1987.0,Female,Standard
5545,Office Worker,5-10M,1992.0,Female,Standard
5546,Manager,20-50M,1997.0,Female,Silver
5547,Student,< 2M,2003.0,Male,Standard
5548,Office Worker,20-50M,1996.0,Male,Silver
5549,Specialist,20-50M,1987.0,Male,Diamond
5550,Office Worker,20-50M,1991.0,Female,Standard
5551,Office Worker,10-20M,1987.0,Male,Silver
5552,Student,2-5M,2003.0,Female,Standard
5553,Director,> 50M,1989.0,Female,Gold
5554,Business Owner,20-50M,1985.0,Female,Gold
5555,Office Worker,20-50M,1988.0,Male,Standard
5556,Housewife,> 50M,1981.0,Male,Gold
5557,Freelancer,20-50M,1986.0,Female,Silver
5558,Freelancer,20-50M,1986.0,Male,Silver
5559,Student,2-5M,2004.0,Female,Standard
5560,Student,2-5M,2001.0,Male,Standard
5561,Housewife,20-50M,1991.0,Female,Diamond
5562,Office Worker,20-50M,1989.0,Female,Gold
5563,Office Worker,5-10M,1997.0,Male,Gold
5564,Office Worker,10-20M,1986.0,Female,Standard
5565,Housewife,> 50M,1993.0,Female,Gold
5566,Manager,5-10M,1995.0,Male,Standard
5567,Office Worker,10-20M,1991.0,Male,Gold
5568,Student,2-5M,2004.0,Female,Standard
5569,Student,< 2M,2003.0,Female,Standard
5570,Office Worker,20-50M,1985.0,Male,Silver
5571,Office Worker,10-20M,1993.0,Male,Silver
5572,Office Worker,10-20M,1994.0,Male,Silver
5573,Freelancer,10-20M,1985.0,Male,Silver
5574,Student,2-5M,2000.0,Male,Standard
5575,Student,< 2M,2004.0,Female,Standard
5576,Student,2-5M,2001.0,Female,Standard
5577,Director,20-50M,1982.0,Female,Gold
5578,Director,> 50M,1991.0,Female,Diamond
5579,Freelancer,10-20M,1995.0,Male,Standard
5580,Student,2-5M,2004.0,Female,Silver
5581,Business Owner,20-50M,1990.0,Female,Gold
5582,Office Worker,10-20M,1985.0,Female,Silver
5583,Office Worker,20-50M,1998.0,Female,Gold
5584,Business Owner,20-50M,1988.0,Male,Diamond
5585,Office Worker,10-20M,1993.0,Female,Standard
5586,Manager,20-50M,1991.0,Male,Standard
5587,Student,< 2M,2004.0,Female,Standard
5588,Business Owner,> 50M,1992.0,Female,Diamond
5589,Student,< 2M,2002.0,Female,Standard
5590,Student,2-5M,2002.0,Female,Silver
5591,Housewife,20-50M,1983.0,Male,Gold
5592,Office Worker,10-20M,1998.0,Female,Silver
5593,Office Worker,10-20M,1994.0,Female,Gold
5594,Student,2-5M,2003.0,Male,Silver
5595,Office Worker,20-50M,1996.0,Female,Gold
5596,Office Worker,10-20M,1988.0,Female,Silver
5597,Student,2-5M,2003.0,Male,Standard
5598,Student,< 2M,2004.0,Male,Standard
5599,Office Worker,10-20M,1987.0,Female,Silver
5600,Student,2-5M,2000.0,Male,Standard
5601,Student,< 2M,2005.0,Male,Standard
5602,Director,20-50M,1992.0,Female,Gold
5603,Office Worker,5-10M,1996.0,Female,Gold
5604,Freelancer,10-20M,1989.0,Female,Standard
5605,Office Worker,20-50M,1986.0,Male,Gold
5606,Business Owner,20-50M,1994.0,Female,Gold
5607,Student,2-5M,2003.0,Male,Standard
5608,Student,< 2M,2004.0,Female,Silver
5609,Office Worker,10-20M,1990.0,Male,Standard
5610,Office Worker,5-10M,1990.0,Female,Silver
5611,Office Worker,10-20M,1996.0,Female,Gold
5612,Student,< 2M,2004.0,Male,Standard
5613,Office Worker,5-10M,1985.0,Male,Silver
5614,Office Worker,10-20M,1996.0,Female,Standard
5615,Director,> 50M,1990.0,Female,Gold
5616,Specialist,20-50M,1991.0,Male,Gold
5617,Office Worker,10-20M,1994.0,Female,Gold
5618,Office Worker,20-50M,1993.0,Female,Silver
5619,Office Worker,20-50M,1985.0,Male,Standard
5620,Business Owner,20-50M,1991.0,Female,Diamond
5621,Director,20-50M,1990.0,Male,Gold
5622,Business Owner,> 50M,1993.0,Female,Gold
5623,Student,< 2M,2005.0,Male,Standard
5624,Office Worker,10-20M,1990.0,Male,Standard
5625,Student,2-5M,2004.0,Female,Standard
5626,Freelancer,10-20M,1991.0,Female,Standard
5627,Office Worker,20-50M,1992.0,Female,Standard
5628,Office Worker,10-20M,1986.0,Male,Silver
5629,Office Worker,20-50M,1995.0,Male,Silver
5630,Director,> 50M,1985.0,Female,Diamond
5631,Student,2-5M,2005.0,Female,Standard
5632,Director,> 50M,1980.0,Female,Gold
5633,Office Worker,20-50M,1992.0,Male,Gold
5634,Student,< 2M,2005.0,Female,Standard
5635,Housewife,20-50M,1993.0,Female,Gold
5636,Student,< 2M,2004.0,Male,Standard
5637,Student,< 2M,2004.0,Female,Standard
5638,Student,2-5M,2002.0,Female,Standard
5639,Freelancer,20-50M,1995.0,Male,Silver
5640,Office Worker,10-20M,1994.0,Female,Standard
5641,Student,2-5M,2005.0,Female,Standard
5642,Freelancer,20-50M,1998.0,Female,Standard
5643,Specialist,20-50M,1981.0,Female,Diamond
5644,Student,2-5M,2001.0,Female,Standard
5645,Office Worker,10-20M,1986.0,Male,Standard
5646,Business Owner,20-50M,1983.0,Female,Gold
5647,Student,< 2M,2005.0,Male,Standard
5648,Director,> 50M,1986.0,Male,Gold
5649,Freelancer,10-20M,1986.0,Male,Gold
5650,Business Owner,> 50M,1976.0,Female,Gold
5651,Manager,20-50M,1993.0,Female,Standard
5652,Office Worker,5-10M,1991.0,Female,Silver
5653,Freelancer,10-20M,1992.0,Female,Silver
5654,Office Worker,10-20M,1985.0,Female,Gold
5655,Director,20-50M,1978.0,Male,Diamond
5656,Manager,20-50M,1994.0,Female,Standard
5657,Student,2-5M,2001.0,Male,Standard
5658,Student,2-5M,2004.0,Female,Silver
5659,Specialist,> 50M,1977.0,Male,Diamond
5660,Student,2-5M,2003.0,Female,Standard
5661,Student,< 2M,2000.0,Female,Standard
5662,Freelancer,10-20M,1990.0,Female,Standard
5663,Director,20-50M,1986.0,Male,Gold
5664,Manager,20-50M,1985.0,Female,Standard
5665,Office Worker,5-10M,1989.0,Female,Standard
5666,Freelancer,5-10M,1986.0,Male,Silver
5667,Office Worker,10-20M,1993.0,Male,Silver
5668,Student,2-5M,2004.0,Male,Standard
5669,Office Worker,20-50M,1987.0,Female,Silver
5670,Office Worker,5-10M,1994.0,Male,Standard
5671,Student,2-5M,2000.0,Male,Standard
5672,Freelancer,10-20M,1991.0,Male,Silver
